kyc_pan,kyc_aadhar_verified,kyc_gst_returns_last_3y,kyc_gst_turnover,kyc_mcc_code,kyc_company_name,kyc_date_of_incorp,kyc_mca_returns_count,kyc_mca_returns_amount,cibil_credit_health,cibil_credit_mix_ratio,cibil_payment_history_12m,cibil_default_count,cibil_bounce_count,cibil_loans_closed,cibil_consolidated_monthly_emi,cibil_individual_loans_0_emi_amount,cibil_individual_loans_0_tenure_left_months,cibil_individual_loans_1_emi_amount,cibil_individual_loans_1_tenure_left_months,cibil_individual_loans_2_emi_amount,cibil_individual_loans_2_tenure_left_months,cibil_individual_loans_3_emi_amount,cibil_individual_loans_3_tenure_left_months,cibil_credit_age_months,bank_total_outflow,bank_total_inflow,bank_emi_count,bank_aggregated_emi_amount,bank_monthly_salary,bank_income_to_emi_ratio,bank_monthly_inflow_pattern_2025-01,bank_monthly_inflow_pattern_2025-02,bank_monthly_inflow_pattern_2025-03,bank_monthly_inflow_pattern_2025-04,bank_monthly_inflow_pattern_2025-05,bank_monthly_inflow_pattern_2025-06,bank_monthly_inflow_pattern_2025-07,bank_monthly_inflow_pattern_2025-08,bank_monthly_inflow_pattern_2025-09,bank_monthly_inflow_pattern_2025-10,bank_monthly_inflow_pattern_2025-11,bank_monthly_inflow_pattern_2025-12,bank_monthly_inflow_pattern_2024-01,bank_monthly_inflow_pattern_2024-02,bank_monthly_inflow_pattern_2024-03,bank_monthly_inflow_pattern_2024-04,bank_monthly_inflow_pattern_2024-05,bank_monthly_inflow_pattern_2024-06,bank_monthly_inflow_pattern_2024-07,bank_monthly_inflow_pattern_2024-08,bank_monthly_inflow_pattern_2024-09,bank_monthly_inflow_pattern_2024-10,bank_monthly_inflow_pattern_2024-11,bank_monthly_inflow_pattern_2024-12,bank_monthly_inflow_pattern_2023-01,bank_monthly_inflow_pattern_2023-02,bank_monthly_inflow_pattern_2023-03,bank_monthly_inflow_pattern_2023-04,bank_monthly_inflow_pattern_2023-05,bank_monthly_inflow_pattern_2023-06,bank_monthly_inflow_pattern_2023-07,bank_monthly_inflow_pattern_2023-08,bank_monthly_inflow_pattern_2023-09,bank_monthly_inflow_pattern_2023-10,bank_monthly_inflow_pattern_2023-11,bank_monthly_inflow_pattern_2023-12,bank_annual_inflow_outflow_2025,bank_annual_inflow_outflow_2024,bank_annual_inflow_outflow_2023,investments_mutual_fund_value,investments_nps_value,investments_pf_value,investments_equity_value,itr_annual_income,itr_itr_filed,itr_filing_consistency_3y,service_record_employment_years,service_record_job_changes,insurance_insured,insurance_insured_amount,labels_user_behavior_shift,labels_ability_to_default,labels_default_timeframe_months,labels_financially_secure
LKTHC8861G,True,34,0.0,5734,,2023-11-14,0,0.0,596.8,0.42,0.76,6,10,6,39124.15,47033.59,52,,,,,,,27,1256707.14,1494409.24,5,29148.87,38955.61,0.75,45862.48,38248.47,41015.99,46597.34,45151.22,42537.9,39641.64,42249.8,46263.26,44956.08,31221.87,42852.09,43033.88,41971.61,33186.59,45959.16,44143.63,41513.58,35735.83,46715.77,35834.98,40637.67,45656.53,35536.59,32577.97,44920.12,46607.87,38664.71,43816.49,46605.56,45311.69,45870.14,33276.02,34182.79,40398.15,45653.76,1.162,1.232,1.177,312461.66,132747.46,486702.98,1113852.63,240986.29,True,0.7,16.4,4,False,0.0,Reactive,High,1,False
ERCCL4565W,True,6,0.0,8021,,2016-08-18,0,0.0,595.6,0.52,0.63,3,2,4,23122.82,36785.16,9,19358.32,50.0,29508.71,49.0,,,122,1158014.27,1390869.75,3,37914.8,38689.43,0.98,37480.94,44215.41,39487.84,45137.75,37595.21,36960.21,38817.62,33270.42,33695.17,45791.23,36701.35,33178.27,34387.25,43461.96,41116.93,45810.58,31763.95,40065.49,38701.73,40003.36,40152.54,36200.44,39587.61,45499.09,36763.08,33560.85,37162.54,39902.2,41454.03,40261.8,41926.64,33542.96,41356.97,31142.29,43504.79,31209.27,1.203,1.222,1.178,207323.43,49104.91,402016.72,1311585.28,287573.99,False,0.53,6.4,8,True,8541210.99,Reactive,High,4,False
JOMAV2747A,True,16,0.0,8011,,2023-04-04,0,0.0,782.6,0.61,0.93,0,0,4,15877.05,21140.16,38,4525.3,7.0,27317.58,21.0,,,19,5034886.73,6177579.17,3,53022.14,175639.17,0.3,196269.84,148322.13,178368.69,148959.62,184301.31,173628.4,201901.13,197134.49,184665.9,157793.03,153102.36,145673.08,178098.34,153147.61,203273.58,179684.8,153614.21,164171.91,180176.04,143670.81,152880.76,172048.71,182354.63,160840.73,145150.89,171450.51,171730.02,207722.09,145918.46,156153.85,209140.18,194404.56,161724.13,202147.07,171914.91,146040.4,1.223,1.193,1.266,319793.8,75439.92,1224210.82,2578914.61,872248.98,True,0.78,6.7,2,False,0.0,Stable,Low,36,True
OVLQJ5121M,True,23,0.0,5045,,2020-07-28,0,0.0,845.7,0.77,0.96,0,3,6,51498.08,17084.35,35,,,,,,,17,6106269.65,7272635.62,1,49165.11,198762.17,0.25,235909.81,235907.6,214065.83,200126.27,209214.91,159771.4,223405.19,167563.53,167455.85,186697.42,231006.07,232719.09,192846.31,227959.61,218857.73,213802.97,189315.51,181374.67,184017.53,201642.02,216098.43,219578.83,168924.1,212265.11,236712.0,217457.08,178949.37,188342.5,216349.71,223201.14,167702.89,201697.85,215462.05,179215.62,169623.3,187396.29,1.168,1.182,1.225,784653.88,392576.42,1950192.21,938003.83,1240066.4,True,0.83,6.9,1,True,1928068.14,Promising,Low,36,True
FSBQR4587P,True,30,95667909.83,5045,Sani LLC,2020-12-03,7,45634.22,776.6,0.48,0.9,0,1,4,177298.53,49547.67,10,5978.1,39.0,,,,,24,14775284.04,17498540.25,6,124472.04,492397.98,0.25,545994.56,555704.35,523920.22,583744.83,491376.72,405259.13,486335.62,480362.41,433492.44,409307.83,515242.32,420106.38,508107.21,449049.13,421157.09,571721.58,552662.73,483686.08,505868.43,447674.65,418439.45,462497.22,497533.71,504649.1,576001.22,583255.55,538640.74,579670.31,394269.45,420409.67,445832.92,521310.77,416700.69,407650.0,502100.39,438805.37,1.18,1.193,1.18,901435.23,904430.34,855444.57,7117462.12,2640056.07,True,0.78,8.0,1,False,0.0,Promising,Low,36,True
JTFBX7989Z,True,4,0.0,5045,,2021-02-19,0,0.0,696.3,0.63,0.63,0,2,6,19766.56,21712.07,38,30486.89,53.0,,,,,121,1687179.3,2040631.12,1,17673.48,56644.42,0.31,47174.21,58472.72,45563.85,47900.09,63230.82,49603.15,58741.21,49423.96,67581.24,57541.44,48299.77,54738.74,57231.24,50425.12,57730.79,57877.49,59890.23,59800.41,61277.09,62018.72,49235.74,49719.47,54255.92,65414.12,65695.05,67019.18,47678.74,57202.46,50925.78,55469.53,64779.81,45809.27,67918.09,59049.65,64630.97,61305.06,1.2,1.225,1.203,213912.51,23509.06,1269569.5,3377547.37,322579.14,True,0.79,3.1,4,True,4384556.8,Unstable,Medium,12,False
NLVOI3139P,True,6,0.0,5912,,2019-01-26,0,0.0,552.6,0.46,0.6,5,6,5,25612.65,12109.34,28,24095.3,13.0,,,,,11,1491657.15,1805288.44,4,50564.69,49686.91,1.02,44565.19,58051.6,44698.18,53429.76,49821.39,53278.65,56505.64,46493.13,46880.1,43879.65,41194.54,53928.41,59217.48,45039.42,57961.54,59373.88,48723.78,55055.66,52049.32,42040.14,41433.02,45175.15,58078.33,59182.3,54388.36,41150.23,51313.43,46500.99,57796.41,41610.63,58606.87,42727.98,49934.74,43894.74,57231.73,44076.1,1.219,1.201,1.211,257101.18,147320.74,42734.21,1445301.49,387136.74,False,0.52,16.6,5,False,0.0,Reactive,High,1,False
BPCOL4576O,True,21,0.0,5812,,2016-10-29,0,0.0,780.1,0.65,0.92,0,2,3,29659.79,25555.86,55,18401.42,30.0,,,,,91,5917765.49,7133235.67,3,41570.93,192973.0,0.22,167663.57,227345.66,218000.84,160833.34,181590.12,226977.2,199587.21,212060.92,226655.27,157618.88,211405.56,225658.14,212510.35,218205.96,161959.99,163330.82,175404.68,196089.16,175782.37,189558.01,206627.25,229439.36,168357.35,192452.94,205994.68,218005.66,226285.8,163081.81,209130.19,219742.4,176488.91,204840.82,228822.27,218380.14,156547.54,200800.53,1.176,1.229,1.213,1017137.42,655873.05,1944168.3,5889929.83,1622053.41,True,0.73,11.6,0,True,9694859.96,Promising,Low,36,True
VLLGB3111S,True,26,0.0,5411,,2021-05-06,0,0.0,739.6,0.76,0.65,0,1,1,7645.73,13379.41,53,,,,,,,96,1252455.68,1547329.66,3,23781.98,42670.96,0.56,42377.95,49406.69,49082.07,50591.2,38094.39,43711.73,34516.38,45211.31,47074.5,39243.84,46611.46,50136.15,47970.2,48990.73,37788.24,37798.42,41633.39,39288.35,45811.63,40942.2,44614.54,39323.88,49391.01,36994.12,41445.39,40456.31,43714.67,43029.16,50410.16,40964.04,34754.37,43314.69,35478.25,37711.7,47680.5,41766.05,1.294,1.191,1.223,47819.52,694.74,636705.08,1398977.58,510144.83,True,0.98,4.4,5,False,0.0,Promising,Medium,12,False
ROUYF1133H,True,4,0.0,5411,,2019-10-16,0,0.0,552.5,0.46,0.58,0,2,6,40940.87,46796.24,19,,,,,,,108,572139.65,691039.86,2,8766.87,18687.04,0.47,21929.94,21183.41,20510.53,19008.14,19406.89,21404.59,16952.41,21330.93,20229.04,18358.4,21885.72,22343.28,16398.03,17495.14,17529.79,16323.32,20211.02,21429.39,20826.05,17523.15,21365.85,18544.75,21483.79,22093.63,19236.14,18451.01,15230.04,17798.49,15817.63,20388.67,15486.91,19914.03,15075.43,18803.76,17401.92,21668.64,1.152,1.225,1.258,33520.61,68310.26,349018.48,660039.08,592805.4,False,0.38,6.5,6,True,2123573.76,Unstable,High,3,False
ISMSR4717H,False,28,33180427.67,8021,Ganesh-Khanna,2018-11-09,12,835474.51,760.2,0.52,0.97,0,2,2,45958.36,17024.66,22,33130.53,41.0,38668.02,14.0,16340.56,15.0,21,9520570.52,11412103.07,1,150501.19,321143.86,0.47,374099.22,279404.4,315104.86,346328.25,367725.69,356970.61,340942.36,270581.41,296721.73,327749.6,332708.27,322266.35,370608.87,316097.65,310652.19,260295.44,280928.46,310219.45,327436.13,264116.88,298616.58,355122.26,323296.09,332982.83,293437.24,303270.34,267116.56,335864.64,309450.76,372509.75,268202.81,348920.75,273822.22,302406.32,367640.24,288485.85,1.187,1.167,1.245,649652.72,93385.29,5319897.27,1261914.92,1160332.16,True,0.95,1.5,0,True,5214671.04,Promising,Medium,12,False
UBDNR2100E,True,33,37426366.19,7011,"Thaker, Sahni and Seshadri",2019-11-28,10,228006.15,663.5,0.33,0.73,3,4,2,191983.24,39822.94,35,8221.31,22.0,,,,,52,13579560.99,16691331.36,1,213579.43,478835.26,0.45,426354.93,409212.93,564367.93,481043.83,389740.57,413857.37,415136.59,491171.49,517894.82,430747.46,465222.73,430889.95,430147.73,456252.57,409364.66,426919.88,419583.46,468954.61,515146.88,529780.83,574513.87,490732.71,522206.68,392415.95,518882.22,458087.71,412952.47,521909.32,415035.31,541591.93,466192.76,469225.98,463774.27,516500.91,424679.01,410839.06,1.238,1.209,1.241,2290623.05,310722.58,2308346.49,10817880.46,2980275.62,True,0.86,21.5,0,False,0.0,Reactive,High,4,False
MWRDC2108V,True,29,3049267.23,5812,"Cheema, Dalal and Bala",2024-08-01,2,54252.9,689.9,0.31,0.58,0,0,5,290488.99,18291.86,27,44554.85,45.0,,,,,27,11664440.55,14022999.46,6,221078.87,392771.6,0.56,359639.31,463970.77,460829.63,432830.42,459182.03,370383.56,318467.86,462123.96,377011.53,383125.63,349907.34,390746.84,469026.08,372130.71,385755.03,327944.04,335925.29,416324.67,330712.43,319716.04,330936.9,386923.12,419469.55,387024.59,358924.49,462016.95,425152.8,371377.42,371595.55,374958.63,378355.72,454048.89,397346.35,319655.43,459636.12,339823.77,1.198,1.175,1.233,851327.07,707843.77,4343318.8,830925.98,3520765.46,True,0.76,19.3,2,True,8850919.98,Stable,Medium,12,False
PKLAO7012B,True,29,26527774.07,5045,Nigam-Balasubramanian,2024-08-19,10,567738.19,690.6,0.58,0.85,0,1,5,190667.3,10198.36,41,38358.04,34.0,,,,,48,2730185.59,3309753.36,1,27241.8,93817.1,0.29,97728.95,75059.68,105219.26,96899.99,82136.85,88087.71,89018.55,94465.01,99420.64,99957.25,79237.77,108959.56,108816.47,89315.52,93546.62,75145.6,84313.08,77613.58,108080.51,106586.58,96908.4,89794.53,75665.24,76486.83,112336.43,97082.48,85259.86,82093.08,110611.25,79392.48,108104.34,93160.5,78883.6,102203.48,85285.02,76876.64,1.233,1.2,1.203,1139812.72,244497.05,412032.91,11618901.36,2937166.81,True,0.81,13.1,2,False,0.0,Unstable,Medium,12,False
LXKEE0367B,True,11,0.0,8021,,2021-09-13,0,0.0,665.4,0.7,0.79,0,1,5,29562.13,25977.41,53,,,,,,,35,2027504.18,2560115.66,3,39450.06,69783.85,0.57,82958.78,62409.65,69762.5,71412.03,82978.5,56189.05,73345.07,73865.17,72278.16,81031.43,60971.32,70184.75,63111.48,77148.97,60904.06,64179.84,62492.91,75543.24,81548.35,71502.74,82392.13,62932.77,80502.12,56277.19,78175.66,64691.41,83143.94,67181.66,80810.26,59573.6,76300.67,78282.78,68011.71,62220.28,77049.74,68751.76,1.233,1.275,1.281,11008.63,12580.47,934858.85,2181815.89,801345.87,True,0.78,16.8,4,True,5621067.46,Unstable,Medium,12,False
JLUZV9870N,True,1,0.0,7011,,2016-02-07,0,0.0,670.7,0.45,0.42,0,2,0,16470.98,38903.91,52,40175.0,37.0,17331.41,48.0,10426.68,54.0,162,1824408.19,2220302.91,3,22276.32,62530.06,0.36,50072.14,69431.66,57184.47,70544.69,64650.63,64511.0,50880.83,67870.6,51435.47,71364.91,70015.35,69579.12,61092.92,62354.09,55888.47,66244.56,63237.07,73939.09,55466.81,58860.79,66089.58,55786.78,57448.84,59782.95,55638.78,60674.82,63437.14,60991.17,69312.91,68471.61,52417.35,51986.56,51920.04,64197.72,58519.37,69002.6,1.199,1.193,1.263,117514.73,306653.75,129203.82,650006.54,734895.92,True,0.9,11.6,2,False,0.0,Unstable,Medium,12,False
ZGGNL4534N,True,32,0.0,5734,,2017-06-09,0,0.0,821.1,0.52,1.0,0,0,3,34495.87,24387.39,42,14375.31,31.0,43263.03,46.0,,,142,6042111.01,7232678.11,3,40257.98,195458.4,0.21,199729.86,191941.4,231118.68,193026.5,214537.6,223096.82,191112.23,209015.09,204904.85,219031.37,194044.9,193988.68,214760.14,231282.07,178908.18,201425.67,234322.76,203069.52,210746.81,186754.42,171598.68,226598.91,167752.82,198910.15,209678.01,199408.02,207910.1,179407.99,185148.37,221105.31,197177.06,208862.65,226579.34,160438.06,179107.58,166177.47,1.2,1.212,1.178,7802.87,462389.85,1860994.1,1998013.87,1939063.49,True,0.85,6.5,0,False,0.0,Stable,Low,36,True
JFPCZ4444Q,True,11,0.0,5734,,2021-11-29,0,0.0,736.7,0.49,0.53,0,3,6,24773.97,23884.88,35,,,,,,,63,1064719.64,1275982.13,6,11691.24,35428.62,0.33,42506.62,29507.98,35768.54,39611.32,28727.28,39561.13,37114.49,37214.57,32072.62,38377.91,38693.96,39082.57,38251.08,36492.56,34272.42,30835.9,37060.67,29707.7,37540.46,31413.97,31927.61,38401.01,34709.07,29428.69,37893.05,30879.44,31545.02,33654.87,38980.12,38184.08,40442.8,33864.12,34579.92,32786.26,33823.9,41068.41,1.208,1.189,1.198,308811.68,70553.83,71535.26,294714.16,416775.35,True,0.71,2.3,4,True,1753063.07,Promising,Medium,12,False
ZTMZV3744M,True,27,5733461.68,5812,"Chandra, Choudhry and Kaul",2021-05-10,5,778816.05,622.0,0.34,0.83,0,2,4,53864.57,40177.57,20,17979.48,24.0,12431.07,18.0,48504.87,55.0,117,3039162.85,3679866.42,3,24976.27,103366.95,0.24,119307.97,104800.21,94667.31,90253.15,122554.57,113767.27,90929.66,93133.74,96481.88,107993.33,111275.05,95677.87,113016.11,108510.92,84887.64,83101.45,100549.89,94559.11,114539.18,95470.84,84058.24,95778.98,110554.05,102225.72,117764.18,94813.15,96079.32,88074.12,96255.18,123065.87,108796.63,118635.13,102004.31,93584.11,102641.59,110058.67,1.203,1.193,1.237,708429.06,880185.01,2642537.39,18002027.28,1504689.75,True,0.79,14.3,1,False,0.0,Unstable,Medium,12,False
TFZII5020B,True,32,67283582.62,5999,"Sane, Balay and Dugal",2021-01-26,3,945198.05,749.7,0.67,0.74,0,3,3,56185.65,19758.25,26,,,,,,,169,12084000.21,14540843.28,4,240120.45,411327.66,0.58,389537.63,379854.19,422877.07,431117.09,403588.83,471118.93,385931.26,390059.19,444271.99,334716.33,466328.65,347733.16,487287.6,489370.4,474851.93,400280.24,438288.99,329618.27,411682.75,355819.58,448969.97,415544.74,390601.23,332086.19,347188.39,405256.09,405150.13,436289.22,385623.7,470751.22,338199.98,441018.27,349331.08,373790.84,407277.3,339430.86,1.238,1.181,1.193,55174.29,395079.57,169315.89,1214325.03,659682.58,True,0.81,4.1,1,False,0.0,Promising,Medium,12,False
EKYDS9535K,True,35,0.0,8011,,2021-12-24,0,0.0,827.0,0.62,0.99,0,0,3,43270.56,7114.13,54,30350.58,22.0,,,,,32,5545820.12,6552133.89,3,53281.28,184808.6,0.29,171996.68,175667.05,153541.26,185324.2,173528.82,164357.31,167205.15,174288.98,179267.42,189211.99,172795.59,174940.28,162387.23,154701.54,218779.37,205277.09,153575.78,221467.31,151918.41,179982.4,213755.88,189108.52,160947.3,169806.19,217849.83,204815.44,196817.34,150152.81,160837.94,215193.93,202956.31,192015.03,206436.8,175823.39,189416.44,175986.87,1.16,1.199,1.185,728548.78,143274.05,594252.63,3985546.1,1612494.34,True,0.8,1.2,1,True,2930670.47,Stable,Low,36,True
FCMPW2915E,True,31,0.0,5912,,2016-09-17,0,0.0,744.4,0.34,0.54,0,2,2,15079.65,26446.65,50,31100.99,12.0,,,,,25,1923524.71,2383148.18,1,38618.54,66374.4,0.58,63363.0,62470.53,61141.8,75026.46,56090.68,77341.94,59573.82,75671.08,67780.64,63720.34,64676.62,62413.32,56700.69,64377.58,54430.39,72236.22,56488.17,60999.55,75808.63,57969.27,77290.56,71130.95,58446.51,74339.89,75333.07,66108.28,63115.61,72561.05,73961.57,79450.94,60030.96,73338.11,61631.19,63781.29,69109.81,55237.71,1.24,1.238,1.239,198406.04,16058.04,434105.33,2020331.46,431145.92,True,0.84,9.3,3,True,973555.66,Promising,Medium,12,False
TZQVV4064B,True,25,0.0,8021,,2017-06-09,0,0.0,839.8,0.54,0.89,0,2,2,48202.62,21920.4,27,41625.47,20.0,45184.36,7.0,20392.04,53.0,20,4099948.03,4909539.75,3,43656.08,137482.89,0.32,140735.91,137039.5,152124.09,159549.18,143749.82,152930.82,158549.21,153715.89,141158.08,123113.08,148371.0,157079.57,110849.52,128352.12,129231.98,111600.6,160017.75,140588.79,111946.88,128728.44,127389.94,161403.94,146962.7,113078.41,155204.19,122663.6,112124.67,156172.12,148573.72,110475.3,151290.21,121174.31,123466.7,112929.3,146576.7,110621.74,1.219,1.18,1.192,418407.51,36918.48,1168666.63,772847.88,920823.19,True,0.75,17.3,1,True,1333345.55,Promising,Low,36,True
FTIMD7663Y,True,4,0.0,8011,,2019-12-06,0,0.0,452.5,0.56,0.85,3,8,1,8996.1,19999.94,12,17973.05,41.0,,,,,91,653243.13,789145.96,6,12831.05,21824.87,0.59,17778.88,20134.46,21990.25,21217.73,25929.17,23286.39,21663.65,23784.36,22513.89,21516.77,26006.37,25043.77,22234.18,26081.96,25487.6,23308.92,22370.49,25665.71,23162.63,21662.0,17629.08,19437.02,17540.37,24027.94,21651.76,17631.14,18915.5,19442.08,20290.98,19367.57,19327.73,24846.16,25187.53,17552.45,24350.25,21109.25,1.211,1.22,1.193,113224.37,113753.92,265727.7,1757722.29,494626.77,False,0.42,6.4,7,True,3131897.01,Reactive,High,4,False
SSCLH8014K,True,12,0.0,5912,,2020-04-21,0,0.0,760.6,0.59,0.92,0,3,3,41918.38,29249.16,6,18756.29,31.0,23043.96,38.0,,,109,2635205.59,3248425.48,5,26764.17,89100.98,0.3,71600.91,92220.41,82784.5,95005.2,92662.98,72333.04,102855.41,94011.04,79652.38,101654.78,80106.81,78601.3,104530.19,101462.34,82092.08,103789.4,91963.83,91164.53,104732.08,84031.66,101698.45,78739.67,95018.71,81027.62,95359.77,88422.2,93242.89,82734.4,91345.47,94577.46,95568.07,93180.39,104458.31,78666.04,75096.85,92034.3,1.246,1.224,1.228,49559.71,702203.6,1859369.35,1567022.22,2329188.37,True,0.79,16.5,0,True,8872987.09,Promising,Low,36,True
OBADV3254K,True,31,28422045.6,5912,Nagy-Prabhakar,2017-12-07,5,11136.36,661.7,0.37,0.42,0,1,1,44449.24,27963.04,22,,,,,,,56,5669438.09,6853295.45,4,119729.86,190940.34,0.63,227694.83,171839.02,205941.94,186172.84,228865.88,159955.61,205821.14,159693.55,171577.99,198277.75,166660.48,221507.88,177740.81,169329.13,201488.51,182010.73,218922.39,172506.13,170009.17,201187.99,202799.55,175173.58,214775.78,228303.69,155526.23,201917.9,185224.92,184001.01,218017.68,173344.36,226930.87,222017.65,154652.65,169911.07,159736.7,183758.02,1.243,1.188,1.197,138590.27,16638.29,558550.11,274092.26,3290851.63,True,0.76,6.4,2,True,3914505.93,Unstable,Medium,12,False
ILDWX2938S,True,4,0.0,8011,,2023-05-29,0,0.0,734.1,0.5,0.45,0,1,3,17466.83,13611.14,7,20619.21,16.0,15984.02,10.0,,,32,784094.81,984956.52,1,8125.32,27698.62,0.29,30021.78,26387.44,27703.68,27864.14,28158.51,27693.01,22509.63,32675.07,29540.28,33064.42,23041.67,24466.05,23465.15,32901.55,22813.36,28066.54,27394.11,25593.93,27426.13,26627.76,25983.04,25002.96,25071.85,25011.63,29898.29,25988.87,29894.42,26060.89,23051.23,24565.66,25547.6,31190.32,31576.88,32873.58,32543.54,23281.56,1.223,1.315,1.237,118119.16,183589.19,704056.97,359213.55,738091.42,True,0.8,23.9,5,True,1103839.35,Promising,Medium,12,False
SKLCK0252V,True,3,0.0,8021,,2024-04-14,0,0.0,856.0,0.67,0.93,0,2,4,25755.82,4678.27,28,,,,,,,178,5169117.92,6211755.59,5,62804.54,166456.87,0.38,183447.25,143237.89,152900.52,180158.45,188407.44,152236.25,151327.82,152292.71,157999.71,173236.99,147129.21,198789.69,199222.39,190205.49,138069.22,143427.07,192282.48,186083.01,139519.91,185003.9,195356.37,199484.12,162483.03,154335.28,180997.64,187614.7,197190.92,174269.63,178522.63,173289.99,147199.92,189077.02,198780.7,165695.45,192875.27,159605.53,1.166,1.209,1.229,1317866.85,626610.5,1201923.06,1747775.89,861452.33,True,0.99,19.8,0,True,4352981.31,Promising,Low,36,True
GMPZK8761Z,True,33,0.0,8021,,2016-09-26,0,0.0,508.1,0.56,0.76,0,3,3,22768.35,19001.77,53,7292.01,29.0,48824.26,53.0,15223.55,49.0,16,1169030.78,1413781.33,6,43038.2,39053.25,1.1,39855.41,44215.36,33268.29,46846.39,45988.15,37905.2,34971.24,41615.29,34747.95,41242.64,39952.67,46614.58,31467.46,45981.92,44993.55,37223.42,35067.54,33962.63,43783.09,34141.49,33295.22,43818.33,40580.66,45799.49,33472.89,38502.23,41418.91,36193.49,40235.54,34743.06,39127.81,38085.13,46439.03,34338.21,32343.9,41543.14,1.222,1.179,1.229,185833.95,115117.33,408940.19,9863.96,482762.63,True,0.66,11.7,5,True,6849076.93,Unstable,High,1,False
RLCTE6569T,True,21,0.0,5912,,2021-02-19,0,0.0,712.4,0.65,0.87,0,1,6,27914.08,16658.17,21,,,,,,,164,1638519.9,1998922.53,2,25647.23,56228.23,0.46,55880.72,64560.6,55548.61,58190.58,57037.33,59191.75,53388.58,48202.33,58932.86,45802.51,61756.39,60332.49,46480.26,49589.42,62689.12,57408.54,60443.73,55158.79,51661.14,54578.26,48700.41,50637.96,45654.57,45829.87,61433.78,65848.68,47905.34,62349.88,52390.7,49303.65,64991.8,63514.9,48861.2,58586.01,55543.68,60536.06,1.259,1.188,1.212,62608.83,129470.93,396731.03,1266377.81,636743.75,True,0.74,6.6,5,False,0.0,Promising,Medium,12,False
OVIBK3380B,True,1,0.0,5912,,2019-04-30,0,0.0,682.7,0.78,0.83,0,1,2,14224.52,19132.02,9,7954.03,15.0,22416.84,25.0,18451.68,24.0,127,2166363.94,2636758.51,4,28696.72,73562.62,0.39,70545.43,71489.4,68178.6,78442.95,81046.25,69539.54,80907.36,59438.37,82916.15,64654.78,87270.72,75842.33,77045.84,62056.68,76595.41,59462.66,58879.26,75835.29,84006.75,84562.56,67255.8,64055.07,80148.17,70441.94,73743.84,79584.06,67287.28,73707.67,74559.32,76336.33,84775.97,68308.83,80270.5,64976.27,80318.59,62272.54,1.265,1.188,1.201,399141.68,79005.4,771303.12,176153.42,578714.99,True,0.79,9.3,3,True,2646149.32,Unstable,Medium,12,False
RFNXT8393R,True,33,0.0,8021,,2020-03-14,0,0.0,814.8,0.38,0.89,0,0,4,26847.79,25615.79,16,,,,,,,134,2470701.45,3072816.94,6,25028.0,83558.43,0.3,72458.17,80879.88,76213.36,98816.65,80236.67,81128.52,78563.08,71611.93,78723.49,99188.73,70208.68,79464.33,85826.18,96471.81,97685.18,83710.49,95856.79,80159.4,79154.8,80799.41,83482.54,95659.8,86421.08,79331.77,87362.22,77646.67,94672.5,88935.53,69999.18,85049.1,97377.84,98225.26,89146.5,96389.94,90484.31,85475.12,1.275,1.22,1.239,552053.84,239107.65,1163448.77,1302242.77,1905186.74,True,0.82,16.0,0,True,1776022.2,Stable,Low,36,True
HKGNG5676K,True,7,0.0,5912,,2022-04-14,0,0.0,457.3,0.42,0.49,6,0,4,49327.7,14841.77,51,3119.59,9.0,7872.01,12.0,,,104,1066502.3,1298472.8,6,25384.09,36134.51,0.7,42111.34,40651.35,34261.46,32431.99,35744.94,36751.2,30326.22,42727.94,36729.95,30861.53,37646.65,31557.95,35587.57,39441.09,32622.05,40426.55,33835.1,29535.36,35873.3,37899.18,31605.41,43182.32,36375.26,33832.8,40285.73,29050.61,41155.54,33602.41,35168.4,43159.35,34916.13,32244.89,39327.02,37736.28,35321.36,34486.56,1.172,1.242,1.241,148483.05,16435.63,864499.3,768050.73,359517.2,True,0.68,24.9,3,True,9839429.54,Reactive,High,3,False
HLAMD6255O,True,10,0.0,5812,,2021-02-05,0,0.0,605.1,0.77,0.61,6,7,5,47527.7,37127.96,33,31280.22,52.0,47805.01,29.0,29395.48,44.0,91,1362265.9,1645589.72,2,35767.02,45918.62,0.78,46352.07,46893.41,38122.95,43696.48,53934.87,47103.21,53124.87,43904.76,46309.25,41147.47,50230.45,52096.4,49476.34,46395.71,53023.67,40188.62,52706.27,40488.3,38594.28,40283.67,46079.04,37653.52,48767.87,40804.23,38674.27,52332.53,48147.96,43749.52,51927.49,48805.52,43190.3,49072.58,49767.65,41135.59,38275.46,43133.14,1.207,1.204,1.213,1970.53,96415.33,423313.02,452329.34,564549.94,False,0.35,13.4,7,False,0.0,Reactive,High,4,False
MCNFV0917F,True,3,0.0,5734,,2021-09-29,0,0.0,753.9,0.4,0.85,0,0,2,26659.42,39205.46,47,,,,,,,127,2858082.77,3439505.27,3,21784.28,97088.82,0.22,94229.26,103679.37,79103.51,85847.56,107730.24,91175.62,85149.88,107734.83,98890.44,99940.56,106365.48,100962.1,88882.02,82131.22,79851.75,97549.27,112465.89,115470.47,103360.38,116137.57,85649.02,98552.97,78427.77,92565.94,106620.16,107055.14,85365.18,108448.56,82189.22,90065.66,80572.03,114771.07,115044.48,78403.74,78408.7,80708.2,1.222,1.228,1.162,223569.63,284399.43,352256.11,604973.93,955234.04,True,0.71,3.5,0,True,5837834.05,Stable,Low,36,True
